Destination Code,Destination Name,ex_for_type
DES05117,KHAPSADANGA,FOR
DES05116,PAITKAPARA,FOR
DES05115,CHEKO ALIPUR,FOR
DES05114,PANISHALA 4NO:,FOR
DES05113,NAKKATI(DEWARHAT),FOR
DES05112,CHATRAMPUR,FOR
DES05111,FALAKATA 5TH MILE,FOR
DES05110,DANGARHAT,FOR
DES05109,LAKSMIBAZAR,FOR
DES05108,PAKHIHAGA,FOR
DES05107,BOCHAMARI,FOR
DES05106,7TH MILE DUMUKHA,FOR
DES05105,BHATRI GACHA,FOR
DES05104,DEWARHAT,FOR
DES05103,MADARIHAT VIA CHILAPATA,FOR
DES05102,BIRPARA VIA CHILAPATA,FOR
DES05101,MATIGARA(COOCHBIHAR),FOR
DES05100,KERON,FOR
DES05099,KARTIKA CHA BAGAN,FOR
DES05098,PUTIMARI,FOR
DES05097,JORAPUKRI,FOR
DES05096,HARIPUR,FOR
DES05095,MANSAI,FOR
DES05094,BAUDEAR DANGA,FOR
DES05093,MOUA MARI,FOR
DES05092,NAK KATI,FOR
DES05091,KHOCHA BARI,FOR
DES05090,SATHPUKHRI,FOR
DES05089,GOBRA CHARA,FOR
DES05088,FAKIRCHAKI,FOR
DES05087,LALBAZAR,FOR
DES05086,KEDARHAT,FOR
DES05085,SHAMUKHTALA ROAD,FOR
DES05084,DEVIRHAT (CHANDMARI),FOR
DES05083,HAZRAHAT ( NCB),FOR
DES05082,CHILKIGURI,FOR
DES05081,ATIALGURI (NCB),FOR
DES05080,RANIRHAT ( NCB),FOR
DES05079,DOMUKHA,FOR
DES05078,MORANGA CHOUPATHI,FOR
DES05077,MORANGA BAZAR,FOR
DES05076,CHUKIPARA,FOR
DES05075,KURSAHAT,FOR
DES05074,NETAJI BAZAR,FOR
DES05073,HARIBOLAHAT,FOR
DES05072,CHAPANI,FOR
DES05071,CHAPANIHAT,FOR
DES05070,CHEKO VIA ALIPUR,FOR
DES05069,SHAMUKTALA,FOR
DES05068,SALSALABARI,FOR
DES05067,SALBARI (NCB),FOR
DES05066,HALDIBARI,FOR
DES05065,SILIGURI (NCB),FOR
DES05064,FULBARI (NCB),FOR
DES05063,RAJGANJ (NCB),FOR
DES05062,RANINAGAR (NCB),FOR
DES05061,MOINAGURI(NCB),FOR
DES05060,DHUPGARI (NCB),FOR
DES05059,GHUGHUDANGA (NCB),FOR
DES05058,RAMTHENGA,FOR
DES05057,PARADUBI,FOR
DES05056,BORAIBARI,FOR
DES05055,MEKHLIGANJ (NCB),FOR
DES05054,UCHALPUKHURI,FOR
DES05053,DHAPURHAT,FOR
DES05052,CHANGRABANDHA,FOR
DES05051,BOIRAGIHAT,FOR
DES05050,GILADANGA,FOR
DES05049,NAYARHAT (MATHABHANGA),FOR
DES05048,SHEKARPUR / CHENAKATA,FOR
DES05047,NAGARLAL BAZAR,FOR
DES05046,LAL BAZAR,FOR
DES05045,GIRIDHARI,FOR
DES05044,BARA MORICHA,FOR
DES05043,SHITALKUCH,FOR
DES05042,PANCHARHAT,FOR
DES05041,DAKGHAR,FOR
DES05040,KAWARDARA,FOR
DES05039,MATHA BHANGA,FOR
DES05038,MATHA BHANGA(NCB),FOR
DES05037,PREMER DANGA,FOR
DES05036,GHUKSHADANGA,FOR
DES05035,HINDUSTAN MORE,FOR
DES05034,MANABARI,FOR
DES05033,NISHIGANJ (NCB),FOR
DES05032,JAI BANGLAR HAT,FOR
DES05031,CHANDAMARI,FOR
DES05030,MAGFALA,FOR
DES05029,MOINAGURI CHOUPATHI,FOR
DES05028,MANSAI AMBARI,FOR
DES05027,DURAR BABRI (JAMALDAH),FOR
DES05026,JANJA NARAYAN KUTI,FOR
DES05025,KALIRHAT SITAI,FOR
DES05024,NARAYAN GANJ,FOR
DES05023,MUANMARI,FOR
DES05022,AKRAR HAT,FOR
DES05021,7TH MILE (SAT MILE),FOR
DES05020,BALIAMARI,FOR
DES05019,SHUKTABARI,FOR
DES05018,SHAHEBER HAT,FOR
DES05017,PASHARIR HAT,FOR
DES05016,KADAMTALA PALPARA,FOR
DES05015,GOBRA CHARA ( NCB),FOR
DES05014,HOWRAHAT,FOR
DES05013,BURIRHAT,FOR
DES05012,NAZIRHAT VIA CHEKDARA,FOR
DES05011,CHEKADARA,FOR
DES05010,JIRANPUR,FOR
DES05009,UKARABARI,FOR
DES05008,ATIABARI,FOR
DES05007,NATKUBARI,FOR
DES05006,ADABARI,FOR
DES05005,PETLAA,FOR
DES05004,GITALDAHA,FOR
DES05003,DHUPGURI(NCB),FOR
DES05002,CHOWDHURY HAT(NCB),FOR
DES05001,NIGAM NAGAR,FOR
DES05000,NAYARHAT (DINHATA),FOR
DES04999,DHAPRAHAT VIA DINHATA,FOR
DES04998,MOINAGURI(SLG),FOR
DES04997,MOINAGURI,FOR
DES04996,DINHATA,FOR
DES04995,NAYABAZAR(NCB),FOR
DES04994,BHETAGURI,FOR
DES04993,DEWANHAT,FOR
DES04992,KALAKANTA,FOR
DES04991,DHOLUABARI,FOR
DES04990,GHUGHUMARI,FOR
DES04989,BANARHAT,FOR
DES04988,SEVOK,FOR
DES04987,ODLABARI (NCB),FOR
DES04986,MAAL BAZAR,FOR
DES04985,CHALSA (NCB),FOR
DES04984,NAGRAKANTA,FOR
DES04983,GOERKATA,FOR
DES04982,BINNAGURI (NCB),FOR
DES04981,ETHELBARI (NCB),FOR
DES04980,BIRPARA(NCB),FOR
DES04979,BIRPARA,FOR
DES04978,JATESHWAR (NCB),FOR
DES04977,FALAKATA VIA SONAPUR,FOR
DES04976,SHALKUMAR,FOR
DES04975,PALASHBARI(NCB),FOR
DES04974,MADARIHAT VIA SONAPUR,FOR
DES04973,JAIGAN VIA CHELAPATA,FOR
DES04972,DALSLINGH PARA VIA CHELAPATA,FOR
DES04971,HASHIMARA VIA CHELAPATA,FOR
DES04970,KODAL BASTI VIA CHELAPATA,FOR
DES04969,CHEELA PATA,FOR
DES04968,MATHURA BAGAN,FOR
DES04967,SONAPUR BABURHAT,FOR
DES04966,SONAPUR ( NCB),FOR
DES04965,PATLA KHAWA,FOR
DES04964,PUNDIBARI (NCB),FOR
DES04963,MADHUPUR,FOR
DES04962,RAJABHAT KHAWA,FOR
DES04961,PHUNTSELLING (BHUTAN),FOR
DES04960,JAIGAN,FOR
DES04959,DALSINGH PARA,FOR
DES04958,PURATAN HASHIMARA,FOR
DES04957,HAMILTAN GANI,FOR
DES04956,KALCHINI (NCB),FOR
DES04955,NIMTI,FOR
DES04954,JAYANTI,FOR
DES04953,DAMANPUR,FOR
DES04952,ALIPUR JUNCTION (NCB),FOR
DES04951,ALIPURDUAR COURT (NCB),FOR
DES04950,ALIPURDUAR(NCB),FOR
DES04949,KUNTIR HAT,FOR
DES04948,MORICH BARI,FOR
DES04947,GHARGHARIA,FOR
DES04946,TAPASIKHATA,FOR
DES04945,BIRPARA CHUPATI,FOR
DES04944,KHULTA CHECK POST,FOR
DES04943,KHULTA BAZAR,FOR
DES04942,BUKALI,FOR
DES04941,CHAGALBER CHOUPATI,FOR
DES04940,DHANG DHING GURI,FOR
DES04939,GOPALPUR BANDER,FOR
DES04938,SONARI,FOR
DES04937,GOPALPUR CHOUPATHI,FOR
DES04936,DUDEAR HAT,FOR
DES04935,DEEPER PAR,FOR
DES04934,NAGURHAT,FOR
DES04933,KHUARDANGA,FOR
DES04932,KUMAR GRAM SANKOSH GRAM,FOR
DES04931,KUMARGRAM (NCB),FOR
DES04930,RAMPUR (NCB),FOR
DES04929,JORAI,FOR
DES04928,BAROBISHA,FOR
DES04927,KAMAKHYGURI,FOR
DES04926,DHOLPAUL,FOR
DES04925,KRISHNAPUR (NCB),FOR
DES04924,BHATIBARI (NCB),FOR
DES04923,BHANUKUMARI,FOR
DES04922,BAKLA,FOR
DES04921,BOXIRHAT(NCB),FOR
DES04920,SHALLDANGAA,FOR
DES04919,BAARKODALI,FOR
DES04918,HARIR HAT,FOR
DES04917,LANGAL GRAM,FOR
DES04916,TUFANGANJ,FOR
DES04915,BAALA BHUT,FOR
DES04914,NATA BARI,FOR
DES04913,DEOCHARAI BANDER,FOR
DES04912,DEOCHARAI MORE,FOR
DES04911,CHELAKHANA,FOR
DES04910,MARUGANJ,FOR
DES04909,TALLIGURI,FOR
DES04908,DOWRAGURI,FOR
DES04907,KALJANI,FOR
DES04906,KHAPAI DHARGA,FOR
DES04905,FALAKATA,FOR
DES04904,NEEL KUTHI,FOR
DES04903,NEW COOCHBEHAR TOWN TRIP,FOR
DES04902,COOCHBEHAR (FCI),FOR
DES04901,COOCHBEHAR TOWN,FOR
DES04900,TAPURHAT,FOR
DES04899,SITALKUCHI,FOR
DES04898,SITAI,FOR
DES04897,SAHEBGANJ(NCB),FOR
DES04896,SAGARDIGHIGHAT,FOR
DES04895,RAJARHAT,FOR
DES04894,PHUNDHIBARI,FOR
DES04893,PARASIHAT,FOR
DES04892,NISHIGANJ,FOR
DES04891,MATHALBHANGA,FOR
DES04890,KHOLTA,FOR
DES04889,JAMALDEH,FOR
DES04888,JAMALDAH (NCB),FOR
DES04887,HALDIBARI (NCB),FOR
DES04886,GOSANIMARI,FOR
DES04885,GOSAIRHAT,FOR
DES04884,GITALDAH,FOR
DES04883,DINHATA ( NCB),FOR
DES04882,DEWANHAT (NCB),FOR
DES04881,DEVANHAT,FOR
DES04880,COOCH BIHAR,FOR
DES04879,CHILKIRHAT,FOR
DES04878,CHILAKHANA,FOR
DES04877,CHANGRABANDA,FOR
DES04876,BANESHWAR,FOR
DES04875,BAMANHAT,FOR
DES04874,BALRAMPUR,FOR
DES04873,BADOMIRCHA,FOR
DES04872,TULIN (EX-PURULIA),EX
DES04871,SUISA (EX-PURULIA),EX
DES04870,SIRKABAD (EX-PURULIA),EX
DES04869,SINDRI (EX-PURULIA),EX
DES04868,SIMLA (EX-PURULIA),EX
DES04867,SERANGDIH (EX-PURULIA),EX
DES04866,SARBORI (EX-PURULIA),EX
DES04865,SANTALDIH (EX-PURULIA),EX
DES04864,RANGAMATI (EX-PURULIA),EX
DES04863,RAMCHANDRAPUR (EX-PURULIA),EX
DES04862,RAIBANDH (EX-PURULIA),EX
DES04861,RAGHUNATHPUR (EX-PURULIA),EX
DES04860,PURULIA (EX-PURULIA),EX
DES04859,PURIYARA (EX-PURULIA),EX
DES04858,PUNDAG (EX-PURULIA),EX
DES04857,PUNCHA (EX-PURULIA),EX
DES04856,PARBELIYA (EX-PURULIA),EX
DES04855,PARA (EX-PURULIA),EX
DES04854,NODIHA (EX-PURULIA),EX
DES04853,NETURIA (EX-PURULIA),EX
DES04852,MURADDI (EX-PURULIA),EX
DES04851,MISIRDIH (EX-PURULIA),EX
DES04850,MANBAZAR (EX-PURULIA),EX
DES04849,MAHATO MARA (EX-PURULIA),EX
DES04848,MADHUKUNDA (EX-PURULIA),EX
DES04847,LALPUR (EX-PURULIA),EX
DES04846,LAKRA (EX-PURULIA),EX
DES04845,LAKHANPUR (EX-PURULIA),EX
DES04844,LAGDA (EX-PURULIA),EX
DES04843,LADHURKA (EX-PURULIA),EX
DES04842,KUSTAUR (EX-PURULIA),EX
DES04841,KOTSHILA (EX-PURULIA),EX
DES04840,KENDA (EX-PURULIA),EX
DES04839,KASHIPUR (EX-PURULIA),EX
DES04838,KANTADIH (EX-PURULIA),EX
DES04837,KALABANI (EX-PURULIA),EX
DES04836,JOYPUR (EX-PURULIA),EX
DES04835,JOYNAGAR (EX-PURULIA),EX
DES04834,JHAPRA (EX-PURULIA),EX
DES04833,JHALDA (EX-PURULIA),EX
DES04832,JAMTARIA (EX-PURULIA),EX
DES04831,ILU (EX-PURULIA),EX
DES04830,HURA (EX-PURULIA),EX
DES04829,GOPALPUR (EX-PURULIA),EX
DES04828,GOPALNAGAR (EX-PURULIA),EX
DES04827,GOBAG (EX-PURULIA),EX
DES04826,DUBRA (EX-PURULIA),EX
DES04825,CHELIYAMA (EX-PURULIA),EX
DES04824,CHATUMADAR (EX-PURULIA),EX
DES04823,CHAS MORE (EX-PURULIA),EX
DES04822,CHANDANPUR (EX-PURULIA),EX
DES04821,CHAKOLTORE (EX-PURULIA),EX
DES04820,BORO (EX-PURULIA),EX
DES04819,BONGABARI (EX-PURULIA),EX
DES04818,BISPURIA (EX-PURULIA),EX
DES04817,BHADSHA (EX-PURULIA),EX
DES04816,BEGUNKODAR (EX-PURULIA),EX
DES04815,BARGORIA (EX-PURULIA),EX
DES04814,BARAM (EX-PURULIA),EX
DES04813,BARABAZAR (EX-PURULIA),EX
DES04812,BANDWAN (EX-PURULIA),EX
DES04811,BALARAMPUR (EX-PURULIA),EX
DES04810,BAGMUNDI (EX-PURULIA),EX
DES04809,ARSHA (EX-PURULIA),EX
DES04808,ANARA (EX-PURULIA),EX
DES04807,ADRA (EX-PURULIA),EX
DES04806,VEDUASOL EX BANKURA,EX
DES04805,TILURI EX BANKURA,EX
DES04804,TALDANGRA EX BANKURA,EX
DES04803,SUSUNIA EX BANKURA,EX
DES04802,SUNUKPAHARI EX BANKURA,EX
DES04801,SRIHAR EX BANKURA,EX
DES04800,SOOKJORA M/CHATRA EX BNK,EX
DES04799,SONAMAKHI(RATNGNJ)EX BNK,EX
DES04798,SONAMUKHI EX BANKURA,EX
DES04797,SIMLAPAL EX BANKURA,EX
DES04796,SIHAR  EX BANKURA,EX
DES04795,SARENGA EX BANKURA,EX
DES04794,SASHPUR EX BANKURA,EX
DES04793,SARBERIA EX BANKURA,EX
DES04792,SANTASRAM EX BANKURA,EX
DES04791,SANBANDHA MORE EX BNK,EX
DES04790,SALTORA EX BANKURA,EX
DES04789,SALDIHA EX BANKURA,EX
DES04788,SALBEDIA EX BANKURA,EX
DES04787,SABRAKONE EX BANKURA,EX
DES04786,RUDRA  EX BANKURA,EX
DES04785,RATANPUR EX BANKURA,EX
DES04784,RASULPUR EX BANKURA,EX
DES04783,RANIBANDH EX BANKURA,EX
DES04782,RANGAMATI EX BANKURA,EX
DES04781,RAMSAGAR EX BANKURA,EX
DES04780,RAMPUR EX BANKURA,EX
DES04779,RAMDIHA EX BANKURA,EX
DES04778,RAJGRAM (BANKURA) EX BNK,EX
DES04777,RAIPUR  EX BANKURA,EX
DES04776,RADHANAGAR EX BANKURA,EX
DES04775,RADHAMADHABPUR EX BNK,EX
DES04774,RABINDRA SARANI EX BNK,EX
DES04773,POKHANNA EX BANKURA,EX
DES04772,POABAGAN EX BANKURA,EX
DES04771,PATRASAAYER EX BANKURA,EX
DES04770,PATHARMORA EX BANKURA,EX
DES04769,PANDUA EX BANKURA,EX
DES04768,PANCHMURA EX BANKURA,EX
DES04767,PALASHDANGA  EX BANKURA,EX
DES04766,PABRAMORE EX BANKURA,EX
DES04765,P.MORE EX BANKURA,EX
DES04764,ONDA EX BANKURA,EX
DES04763,OLA EX BANKURA,EX
DES04762,NUTANGANJ EX BANKURA,EX
DES04761,NUTANCHATI EX BANKURA,EX
DES04760,NIKUNJAPUR EX BANKURA,EX
DES04759,NATUNGRAM EX BANKURA,EX
DES04758,NAKAIJURI EX BANKURA,EX
DES04757,MOYNAPUR EX BANKURA,EX
DES04756,MIRJAPUR  EX BANKURA,EX
DES04755,METALI  EX BANKURA,EX
DES04754,MEJIA TPS  EX BANKURA,EX
DES04753,MEJIA EX BANKURA,EX
DES04752,MATGODA  EX BANKURA,EX
DES04751,MANKANALI  EX BANKURA,EX
DES04750,MALIARA EX BANKURA,EX
DES04749,MALIAN  EX BANKURA,EX
DES04748,MAKURGRAM EX BANKURA,EX
DES04747,MACHATORA EX BANKURA,EX
DES04746,LEGO EX BANKURA,EX
DES04745,"LALBAZAR(JAYRMBTI,BQA)EX BNK",EX
DES04744,LAKSHMANPUR EX BANKURA,EX
DES04743,LAKHISAGAR EX BANKURA,EX
DES04742,KUCHIAKOL EX BANKURA,EX
DES04741,KUSTHAL EX BANKURA,EX
DES04740,KOYLAPARA  EX BANKURA,EX
DES04739,KOTULPR(NETAJI MR EX BNK,EX
DES04738,KOTALPUR EX BANKURA,EX
DES04737,KHATRA EX BANKURA,EX
DES04736,KESHIAKOL EX BANKURA,EX
DES04735,KENJAKURA EX BANKURA,EX
DES04734,KATJURIDANGA EX BANKURA,EX
DES04733,KASTORA MORE EX BANKURA,EX
DES04732,KANKATA MORE EX BANKURA,EX
DES04731,KANKARDANGA EX BANKURA,EX
DES04730,KANKARBERIA EX BANKURA,EX
DES04729,KAMALPUR EX BANKURA,EX
DES04728,JOYRAMPUR EX BANKURA,EX
DES04727,JOYNAGAR EX BANKURA,EX
DES04726,JOYKRISHNAPUR EX BANKURA,EX
DES04725,JORHIRA EX BANKURA,EX
DES04724,JHORDA EX BANKURA,EX
DES04723,JHILIMILI EX BANKURA,EX
DES04722,JHANTI PAHARI EX BANKURA,EX
DES04721,JAMBEDIA EX BANKURA,EX
DES04720,JAIRAMBATI EX BANKURA,EX
DES04719,JAIPUR EX BANKURA,EX
DES04718,JAIKRISHNAPUR  EX BANKURA,EX
DES04717,INDUS EX BANKURA,EX
DES04716,INDPUR EX BANKURA,EX
DES04715,HOSPITAL MAINGATE EX BNK,EX
DES04714,HETIA EX BANKURA,EX
DES04713,HATIRAMPUR EX BANKURA,EX
DES04712,HATASURIA EX BANKURA,EX
DES04711,HARMASRA EX BANKURA,EX
DES04710,HARIGRAMSALURI EX BANKURA,EX
DES04709,HARIGRAM EX BANKURA,EX
DES04708,GORGARIA EX BANKURA,EX
DES04707,GORABARI EX BANKURA,EX
DES04706,GHUTGORIA  EX BANKURA,EX
DES04705,GHAT RANGAMATI EX BANKURA,EX
DES04704,GELIA EX BANKURA,EX
DES04703,GARH RAIPUR EX BANKURA,EX
DES04702,GANGAJALL GHATI EX BANKURA,EX
DES04701,FULKUSHMA EX BANKURA,EX
DES04700,DURLAVPUR EX BANKURA,EX
DES04699,DHALDANGA EX BANKURA,EX
DES04698,DESHURIAMORE EX BANKURA,EX
DES04697,DESHRA EX BANKURA,EX
DES04696,DANGARAMPUR EX BANKURA,EX
DES04695,DAMUGHOSA  EX BANKURA,EX
DES04694,CHHANDAR  EX BANKURA,EX
DES04693,CHATRAMORE  EX BANKURA,EX
DES04692,CHATNA EX BANKURA,EX
DES04691,CHAKA EX BANKURA,EX
DES04690,CHAGULIAH EX BANKURA,EX
DES04689,BISHNUPUR ST RD EX BNK,EX
DES04688,BISHNUPUR EX BANKURA,EX
DES04687,BIKRAMPUR EX BANKURA,EX
DES04686,BIBARDA EX BANKURA,EX
DES04685,BHOOTSAHAR EX BANKURA,EX
DES04684,BHEDIASOLE  EX BANKURA,EX
DES04683,BHATPUKUR  EX BANKURA,EX
DES04682,BELIATORE EX BANKURA,EX
DES04681,BARJORA EX BANKURA,EX
DES04680,BARABANI  EX BANKURA,EX
DES04679,BANKURA-2 EX BANKURA,EX
DES04678,BANKURA-1 EX BANKURA,EX
DES04677,BANKURA EX BANKURA,EX
DES04676,BANKADAHA EX BANKURA,EX
DES04675,BANGLA EX BANKURA,EX
DES04674,BAMUNDIHA  EX BANKURA,EX
DES04673,BALSI EX BANKURA,EX
DES04672,BALLAVPUR EX BANKURA,EX
DES04671,BAITAL EX BANKURA,EX
DES04670,BAIBARDA EX BANKURA,EX
DES04669,ARKAMA EX BANKURA,EX
DES04668,ARALDIH EX BANKURA,EX
DES04667,AMBIKANAGAR EX BANKURA,EX
DES04666,AMARKANAN EX BANKURA,EX
DES04665,AKUI EX BANKURA,EX
DES04664,AJODHYA EX BANKURA,EX
DES04663,VASRAGHAT(EX MDNP),EX
DES04662,UTTARBIL (EX MDNP),EX
DES04661,UBADAL (EX MDNP),EX
DES04660,TULSICHOTI (EX MDNP),EX
DES04659,TRILOCHANPUR (EX MDNP),EX
DES04658,TOWNSHIP (HALDIA) (EX MDNP),EX
DES04657,TOTANALA (EX MDNP),EX
DES04656,TILAKULA (SALBONI) (EX MDNP),EX
DES04655,TIKRAMORE (DHIGA) (EX MDNP),EX
DES04654,THEKUABAZAR (EX MDNP),EX
DES04653,THAKUR CHOWK (EX MDNP),EX
DES04652,TERAPAKHIA (NGM) (EX MDNP),EX
DES04651,TERAPAKHIA (KAPASGARIA) (EX MDNP),EX
DES04650,TEPAR PARA (EX MDNP),EX
DES04649,TENGUA (EX MDNP),EX
DES04648,TEMATHANI (EX MDNP),EX
DES04647,TALIBHATA (EX MDNP),EX
DES04646,TALBAGHICHA (EX MDNP),EX
DES04645,TAJPUR (EX MDNP),EX
DES04644,TABAGARI (EX MDNP),EX
DES04643,SUPA (EX MDNP),EX
DES04642,SULTANGAR (EX MDNP),EX
DES04641,SRIPUR (EX MDNP),EX
DES04640,RASULPUR (EX MDNP),EX
DES04639,SONAKANYA (EX MDNP),EX
DES04638,SINGHAGHI (EX MDNP),EX
DES04637,SILDA (EX MDNP),EX
DES04636,SIDDHA BAZAR (EX MDNP),EX
DES04635,SHYAMCHANDPUR (EX MDNP),EX
DES04634,SHAYAM SUNDARPUR (EX MDNP),EX
DES04633,SHANKARPUR (DIGHA) (EX MDNP),EX
DES04632,SALBONI (EX MDNP),EX
DES04631,SAGARPUR (EX MDNP),EX
DES04630,SAGARBAR (EX MDNP),EX
DES04629,SABANG (EX MDNP),EX
DES04628,RUINAN (EX MDNP),EX
DES04627,ROHINI (EX MDNP),EX
DES04626,REYAPRARA (EX MDNP),EX
DES04625,RATULIA (EX MDNP),EX
DES04624,RAOTARA (EX MDNP),EX
DES04623,RANTUA (GOPI) (EX MDNP),EX
DES04622,RANICHAK (HALDIA) (EX MDNP),EX
DES04621,RANICHAK (GHATAL) (EX MDNP),EX
DES04620,RAMTARAKUT (EX MDNP),EX
DES04619,RAMJIBANPUR (EX MDNP),EX
DES04618,RAMGARH (EX MDNP),EX
DES04617,RAJNAGAR (KESHPUR) (EX MDNP),EX
DES04616,RAJMA (EX MDNP),EX
DES04615,RAGRA (EX MDNP),EX
DES04614,RAGHUNATHBARI (EX MDNP),EX
DES04613,RADHANAGAR (EX MDNP),EX
DES04612,RADHAMOHANPUR (EX MDNP),EX
DES04611,PURUSATTAMPUR (EX MDNP),EX
DES04610,PURSAGHAT (EX MDNP),EX
DES04609,PULSITA (EX MDNP),EX
DES04608,PUKURAI (JHARGRAM) (EX MDNP),EX
DES04607,PREMBAZAR (EX MDNP),EX
DES04606,PRATAPPUR (EX MDNP),EX
DES04605,PIRAKATA (EX MDNP),EX
DES04604,PINGLA (EX MDNP),EX
DES04603,PICHABONI (EX MDNP),EX
DES04602,PIARDOBAMORE (EX MDNP),EX
DES04601,PETUAGHAT (EX MDNP),EX
DES04600,PAUSI (KALINAGAR) (EX MDNP),EX
DES04599,PATNA (MARATOLA) (EX MDNP),EX
DES04598,PATASHPUR (EX MDNP),EX
DES04597,PANSKURA (EX MDNP),EX
DES04596,PANCHRUL (ALAMGIRI) (EX MDNP),EX
DES04595,PANCHKURI (EX MDNP),EX
DES04594,NUTANPUKUR (EX MDNP),EX
DES04593,TOPSIYA (EX MDNP),EX
DES04592,NIMTORY (EX MDNP),EX
DES04591,NILPORE (CONTAI) (EX MDNP),EX
DES04590,NIKASHIBAZAR (EX MDNP),EX
DES04589,NERADEUL (EX MDNP),EX
DES04588,NEKURSINI (EX MDNP),EX
DES04587,NAZIRBAZAR (EX MDNP),EX
DES04586,NAYAGRAM (VASRA) (EX MDNP),EX
DES04585,NAYAGRAM (MIDNAPORE) (EX MDNP),EX
DES04584,NARGHAT (EX MDNP),EX
DES04583,NACHINDA (EX MDNP),EX
DES04582,MUNDUMARI (JAMNA) (EX MDNP),EX
DES04581,MUKUNDAPUR (EX MDNP),EX
DES04580,MUGBASAN (EX MDNP),EX
DES04579,MOYNA (EX MDNP),EX
DES04578,MONGLAMARO (EX MDNP),EX
DES04577,MONDERMONI (EX MDNP),EX
DES04576,MOHAR (EX MDNP),EX
DES04575,MIRGODA (EX MDNP),EX
DES04574,MECHOGRAM (EX MDNP),EX
DES04573,MECHEDA (EX MDNP),EX
DES04572,MAZNA (CONTAI) (EX MDNP),EX
DES04571,MANIKPARA (EX MDNP),EX
DES04570,MALIGRAM (EX MDNP),EX
DES04569,MAKRAMPUR (EX MDNP),EX
DES04568,MADPUR (EX MDNP),EX
DES04567,LODHASULI (EX MDNP),EX
DES04566,HUMGARH (EX MDNP),EX
DES04565,GOALTORE (EX MDNP),EX
DES04564,GEOKHALI (EX MDNP),EX
DES04563,DHERUA (EX MDNP),EX
DES04562,DHADIKA (EX MDNP),EX
DES04561,DEOLI(DIGHA) (EX MDNP),EX
DES04560,DENAN(KOLAGHAT) (EX MDNP),EX
DES04559,DASAGRAM (EX MDNP),EX
DES04558,CHAULKHOLA(CONTAI) (EX MDNP),EX
DES04557,CHAITANYAPUR (EX MDNP),EX
DES04556,CHAIPAT (EX MDNP),EX
DES04555,C.K.TOWN (EX MDNP),EX
DES04554,C.K.ROAD (EX MDNP),EX
DES04553,BRAJALALCHAK (EX MDNP),EX
DES04552,BHIMESWARI (EX MDNP),EX
DES04551,BHAWNICHAK (EX MDNP),EX
DES04550,BENAPUR (EX MDNP),EX
DES04549,BELEGHATA (EX MDNP),EX
DES04548,BASANTAPUR (EX MDNP),EX
DES04547,BAPURHAT (EX MDNP),EX
DES04546,BALICHAK (EX MDNP),EX
DES04545,BALAIPANDA (EX MDNP),EX
DES04544,BAIKUNTHAPUR (EX MDNP),EX
DES04543,ASARI (EX MDNP),EX
DES04542,ARGOAL (EX MDNP),EX
DES04541,AMARSHI (EX MDNP),EX
DES04540,ALANKARPUR (EX MDNP),EX
DES04539,ALAMGIRI (EX MDNP),EX
DES04538,AJODYAPUR (EX MDNP),EX
DES04537,TURKA (EX MDNP),EX
DES04536,TAMLUK (EX MDNP),EX
DES04535,SUTAHATA (EX MDNP),EX
DES04534,SRINAGAR (EX MDNP),EX
DES04533,SONAMAIHAT (EX MDNP),EX
DES04532,SONAKHALI (EX MDNP),EX
DES04531,RAMNAGAR (EX MDNP),EX
DES04530,RADHAMONI (EX MDNP),EX
DES04529,PRATAPDIGHI (EX MDNP),EX
DES04528,PATASPUR (EX MDNP),EX
DES04527,PANIPARUL (EX MDNP),EX
DES04526,NEGUA (EX MDNP),EX
DES04525,NANDIGRAM (EX MDNP),EX
DES04524,NANDAKUMAR (EX MDNP),EX
DES04523,MARISDA (EX MDNP),EX
DES04522,MANGLAMARO (EX MDNP),EX
DES04521,MAHISADAL (EX MDNP),EX
DES04520,MADHAKALI (EX MDNP),EX
DES04519,KOLAGHAT (EX MDNP),EX
DES04518,KHUDIMORE (EX MDNP),EX
DES04517,KHIRPAI (EX MDNP),EX
DES04516,KHORAR (EX MDNP),EX
DES04515,KHAKURDA(BELDA) (EX MDNP),EX
DES04514,KESHAPAT (MECHOGRAM) (EX MDNP),EX
DES04513,KAKTIA (EX MDNP),EX
DES04512,JASORA (EX MDNP),EX
DES04511,ITABERIA (EX MDNP),EX
DES04510,HERIA (EX MDNP),EX
DES04509,HALDIA (EX MDNP),EX
DES04508,GOURA (EX MDNP),EX
DES04507,GOPIBALLAVPUR (EX MDNP),EX
DES04506,GHATAL (EX MDNP),EX
DES04505,GARBETA (EX MDNP),EX
DES04504,EGRA (EX MDNP),EX
DES04503,DIGHA (EX MDNP),EX
DES04502,DEOLIHAT (EX MDNP),EX
DES04501,DEBRA (EX MDNP),EX
DES04500,DASPUR (EX MDNP),EX
DES04499,DANTAN (EX MDNP),EX
DES04498,DADHIKA (EX MDNP),EX
DES04497,CONTAI (EX MDNP),EX
DES04496,CHANDIPUR (EX MDNP),EX
DES04495,BRAJALAL CHAK (EX MDNP),EX
DES04494,BIDYAPITH (EX MDNP),EX
DES04493,BELTALA (DASPIR) (EX MDNP),EX
DES04492,BELDA (EX MDNP),EX
DES04491,BARDA CHOWKAN (EX MDNP),EX
DES04490,BALISHAI (EX MDNP),EX
