Route Code,Route Name
EA00261,"JANABAR"
SA02845,"JANDAHA"
BHA0501,"JANG"
DAN0023,"JANGIPARA"
DNK0020,"JANGIPARA"
MU01421,"JANGIPUR"
WA01886,"JANKI HOSPITAL"
SIL0010,"JANKIBAZAR"
SILH0008,"JANKIBAZAR"
WA01989,"JANTA CHOWK"
PUR0008,"JANTA CHOWK"
KA02609,"JANTA CHOWK"
KI02742,"JANTA HAAT"
KIS0066,"JANTAHAAT"
PUR0042,"JARGO"
DH03196,"JARIDIH"
DE03044,"JARMUNDI"
DE03010,"JASIDIH"
BU00192,"JASPUR"
DE03023,"JATAHI MORE"
AL01529,"JATESWAR"
NTWB146,"JATESWAR"
CO01519,"JATESWAR"
OTH0773,"JATINGA (N C HILLS)"
MA01180,"JATRADANGA, MALDA"
KR00763,"JATRAPUR"
DUM0044,"JAUNPUR"
KO10021,"JAYANAGAR"
NTWB056,"JAYANTI"
DA02033,"JAYNAGAR"
WA01866,"JAYTIPUR"
GA02465,"JEHANABAD"
DUM0006,"JEHANABAD"
GAY0013,"JEHANABAD TOWN"
GAY0008,"JEMHATA"
OTH0673,"JENGJAL (TURA HILLS)"
WE00976,"JENKAPUR"
LAX0001,"JHAJHA"
LA03313,"JHAJHA"
LA03314,"JHAJHA JAMUI"
LA03315,"JHAJHA MORE JAMUI"
LA03262,"JHAJHA ROAD JAMUI"
MA01070,"JHALJHALIA"
DA02034,"JHANJHARPUR"
DA01294,"JHANKAR MORE"
SIK0010,"JHANKAR MORE-SIKKIM"
DA01647,"JHAPRAGACHHI"
UT01732,"JHARBARI DEBIGANJ"
NGN1402,"JHARGAON"
GHY0021,"JHARGAON"
NGN1401,"JHARGAON"
MOR0003,"JHARGAON"
GUWU0023,"JHARGAON"
WE00977,"JHARGRAM"
DH03143,"JHARIA"
DH03137,"JHARIYA"
DH03151,"JHARKHAND MORE"
MO00864,"JHARUBATI"
LA03255,"JHIGOA"
DAN0007,"JHIKIRA"
SHA0077,"JHIKIRA"
KO00642,"JHIKRA"
KO00584,"JHIKRA"
BNK0009,"JHILIMILI"
UT01745,"JHILJHILI GOALPOKHER"
LA03257,"JHINGOE"
DE03004,"JHOUSAGARHI"
WES0042,"JHRAGRAM"
NTWB172,"JIAGANJ"
MU01422,"JIAGUNJ"
MU01423,"JIBANTI"
KA00341,"JINJIRA BAZAR"
OTH0018,"JIRANIA"
AGR0014,"JIRANIA"
OTH0507,"JIRANIA (AGARTALA)"
AGR0801,"JIRANIA1"
AGR0901,"JIRANIA2"
MO00865,"JIRAT"
MAN0601,"JIRIBAM"
NTNE025,"JIRIBAM"
OTH0746,"JIRIBAM (MANIPUR)"
NDL015,"JIRIBUM"
C001DUM02,"JIRIBUM (SCL)"
SILC0017,"JIRIGHAT"
SIL0003,"JIRIGHAT"
DH03094,"JITKUNDI"
PUR0057,"JITUJURI"
SA02772,"JITWARPUR"
DA02123,"JIVACH CHOWK"
DH03181,"JODHADIH MORE"
DH03180,"JODHDIH MORE"
BIR0030,"JOGGINAGAR"
OTH0062,"JOGIGHOPA"
KA00342,"JOKA"
DIB0049,"JOKAI"
ARA0005,"JOKHI HAT"
KIS0002,"JOKHI HAT"
EE01DUM01,"JOKIHAT"
ARA00051,"JOKIHAT"
UDI4701,"JOLAIBARI"
OTH0283,"JOLAIBARI"
KO00643,"JOLESHWAR"
NDL016,"JORABAT"
OTH0478,"JORABAT - KAMRUP (M) (GUWAHATI URBAN)"
OTH0606,"JORABAT - RI BHOI (SHILLONG)"
DH03126,"JORAPHATAK"
BUR0035,"JORBACH"
BNK0016,"JORDA"
DRH0052,"JOREBUNLOW"
DRP0052,"JOREBUNLOW"
DA01310,"JOREBUNLOW"
SI01571,"JORETHANG"
DA01702,"JORETHANG"
SI01558,"JORETHANG"
MA01123,"JORGACHI"
NTNE026,"JORHAT"
JOR0601,"JORHAT"
NDL034,"JORHAT"
OTH0381,"JORHAT (JORHAT)"
JOR2301,"JORHAT OFFICE"
JAL0027,"JORPAKHRI"
JA01598,"JOTIAKALI"
DRJ0018,"JOTIAKALI"
DRP0147,"JOTIAKALI"
DRP0037,"JOTIYAKALI"
DA01295,"JOTIYAKALI"
MOG0011,"JOUGRAM"
OTH0279,"JOWAI"
OTH0639,"JOWAI (JAINTIA HILLS)"
BI00104,"JOYDEB"
BI00105,"JOYDEB MORE"
KR00764,"JOYGHATA"
MAL009,"JOYHAT"
BIR0041,"JOYKRISHNAPUR MORE"
KO00644,"JOYNAGAR"
KAL0003,"JOYNAGAR"
KA00386,"JOYNAGAR"
BA00070,"JOYPUR"
SHA0042,"JOYPUR"
KO00445,"JOYPUR"
BIR0014,"JOYPUR"
PUR0064,"JOYPUR"
SIL0004,"JOYPUR"
SILC0018,"JOYPUR"
OTH0686,"JOYPUR - CACHAR (SILCHAR - CACHAR)"
BNK0004,"JOYRAMBATI"
BUR0063,"JOYRAMPUR"
BNK0002,"JOYRAMPUR"
OTH0714,"JOYSAGAR (SIBSAGAR)"
DA01296,"JOYTI NAGAR"
KO00585,"JSDURATI"
DHA0012,"JUBARAJNAGAR"
DRJ0031,"JUDGE BAZAAR"
TESTJ001,"JUDGE BAZAAR"
DRH0160,"JUDGE BAZAAR"
DRP0160,"JUDGE BAZAAR"
JAL0054,"JUDGE BAZAR-JALPAIGURI"
NGN0601,"JUGIJAN"
HOJA0010,"JUGIJAN"
WES0021,"JUGISOL"
TA03375,"JUGSALAI"
EA00262,"JUKHIA"
UDI2001,"JULAIBARI"
KA00387,"JULPIA"
KO00646,"JULPIA"
KA00343,"JUMAINASKAR HAT"
MA01116,"JUMMA MOSJIT"
OTH0779,"JUMPUI HILLS (DHARMANAGAR)"
GA02466,"JUNATHI"
BA00022,"JUNBEDIA"
LOWO0030,"JUNGAL"
LDH1401,"JUNGAL"
NGN0701,"JURAPUKHURI - KAKI"
HOJA0011,"JURAPUKHURI - KAKI"
DA01315,"JYOTIKALI"
GHY5601,"JYOTIKUCHI"
GUWU0024,"JYOTIKUCHI"
DIB2701,"JYOTINAGAR"
TIN0038,"JYOTINAGAR - TINSUKIA"
KA02610,"K. NAGAR"
PUR0013,"K. NAGAR"
DE03038,"K.K.N STADIUM ROAD"
BEHALA,"KA00319"
USTHI,"KA00376"
RAIDIGHI.,"KA00380"
LOWO0031,"KABAITARI"
LBO1301,"KABAITARI"
KA00344,"KABARDANGA"
DAN0018,"KABLE"
BUR0051,"KABLE"
DNK0016,"KABLE"
SIL3901,"KABUGANJ"
OTH0469,"KABUGANJ (SILCHAR - CACHAR)"
UT01731,"KACHAKALI"
GOL0003,"KACHARIHAT"
GA02413,"KACHNAWAN"
SIL2901,"KACHUDHARAM"
SILC0019,"KACHUDHARAM"
LOWO0032,"KACHUGAON"
LBO2201,"KACHUGAON"
BI00106,"KACHUJOR"
DRP0039,"KADAMTALA"
DRH0039,"KADAMTALA"
DAN0008,"KADAMTALA"
DHA1001,"KADAMTALA"
SHA0078,"KADAMTALA"
DA01297,"KADAMTALA"
KO10027,"KADAPARA"
GA02388,"KADAUNA"
DA02035,"KADIRABAD"
WA01927,"KADIRGANJ ROAD"
TA03371,"KADMA"
RA02875,"KADRU"
MA01083,"KADUBARI MORE,GAJOLE"
KAT00131,"KADWA"
BHL0033,"KADWA"
WA01904,"KAGZI MOHALLA"
MA01152,"KAHALA"
BH01785,"KAHALGAON"
SA02828,"KAHARAPURA"
GHY4201,"KAHILIPARA"
GUWU0025,"KAHILIPARA"
SUP0007,"KAHRA(SAHARSA)"
SA02255,"KAHRA(SAHARSA)"
BUR0110,"KAIGRAM"
DAN0004,"KAIKALA"
MO00866,"KAIKALA"
KO00526,"KAIKHALI"
DHA1101,"KAILASHAHAR"
OTH0142,"KAILASHAHAR"
OTH0480,"KAILASHAHAR (DHARMANAGAR)"
DA02036,"KAILESHWAR ASTHAN"
DA02037,"KAIRI BANKA"
RA02942,"KAITHA,RAMGHARH"
BEG0004,"KAITHI"
DA02038,"KAITHWAR"
DA02039,"KAITOLA"
OTH0636,"KAJALGAON (LOWER ASSAM 1)"
GA02454,"KAJIINDA"
KO10063,"KAJIPARA"
KO00647,"KAJIPARA"
KO20028,"KAJIR DOKAN"
RA00932,"KAJORA"
LA03231,"KAJRA"
LA03242,"KAKAN JAMUI ROAD"
BUR0141,"KAKARDANGA"
DA02054,"KAKARGHATI"
BH01786,"KAKBARA"
MAN0701,"KAKCHING"
OTH0413,"KAKCHING (MANIPUR)"
KA00345,"KAKDWIP"
OTH0278,"KAKI"
OTH0641,"KAKI (NAGAON)"
KO00648,"KAKINARA"
KO00586,"KAKINARA"
DRH0148,"KAKJHORA"
DRJ0019,"KAKJHORA"
GAY0011,"KAKO"
GA02467,"KAKO BAZAR"
GA02371,"KAKO MOR TIRUHANI"
GA02468,"KAKO ROAD"
GA02331,"KAKO ROAD BSNL OFFICE KE PASS"
TIN1101,"KAKOPATHAR"
TIN0018,"KAKOPATHAR"
DA02040,"KAKORHA"
UDI0401,"KAKRABAN"
OTH0632,"KAKRARBAN (UDAIPUR)"
KO00527,"KAKURGACHI"
MAN3001,"KAKWA"
KIS0015,"KALABALUA"
ARA0013,"KALABALUA"
KIS0029,"KALABALUAA"
PUR0069,"KALABANI"
MO00867,"KALACHARA"
DHA1201,"KALACHERA"
DHA0013,"KALACHERRA"
UT01746,"KALAGACH"
TEZ1901,"KALAIGAON"
SILC0056,"KALAIN"
NDL017,"KALAIN"
B004DUM03,"KALAIN (SCL)"
SILC0020,"KALAIN 1"
SIL7001,"KALAIN 1"
SIL6901,"KALAIN 2"
SILC0021,"KALAIN 2"
OTH0503,"KALAIN BAZAR (SILCHAR - CACHAR)"
DIB2801,"KALAKHOWA"
KRI0009,"KALAMBAGAN"
OTH0257,"KALANGPAR"
OTH0764,"KALANGPAR (GUWAHATI URBAN)"
GHY0011,"KALAPAHAR"
MAN0801,"KALAPAHAR"
OTH0441,"KALAPAHAR (GUWAHATI URBAN)"
DH03179,"KALAPATHAR"
AL01530,"KALCHINI-HAMILTON"
DA01640,"KALDIGHI"
NTWB217,"KALEJ KHOLA- SIKKIM"
BI00107,"KALESWAR"
LA03287,"KALI ASTHAN"
MA01203,"KALIACHAK"
NTWB063,"KALIACHAK"
MA011941,"KALIACHAK-I"
MA01204,"KALIACHAWK"
UT01747,"KALIAGANJ"
GHY0006,"KALIAJAL"
GUWR0020,"KALIAJAL"
JOR1801,"KALIAPANI"
BUR0125,"KALIBALE"
KR00765,"KALIBAZAR"
KR00766,"KALIGANJ"
SILK0013,"KALIGANJ"
SIL0601,"KALIGANJ"
UTT0009,"KALIGANJ"
DS10DUM01,"KALIGHAT-1"
NTWB141,"KALIJHORA"
KO00649,"KALIKAPUR"
KO10018,"KALIKAPUR"
MA01250,"KALIKAPUR"
KAL0001,"KALIKAPUR"
BUR0087,"KALIMATA HARDWARE"
NTWB130,"KALIMPOMG"
NTWB040,"KALIMPONG"
DRH0040,"KALIMPONG"
DRP0040,"KALIMPONG"
DA01298,"KALIMPONG"
KO00446,"KALINAGAR"
SHA0043,"KALINAGAR"
EA00303,"KALINAGAR"
MA01098,"KALINDI, MALDA"
GHY7901,"KALITAKUCHI"
GUWR0021,"KALITAKUCHI"
BIR0055,"KALITHA"
KIS0007,"KALIYA GANJ"
ARA0014,"KALIYA GANJ"
UT01744,"KALIYAGANJ"
RA00933,"KALLA"
RA00934,"KALLA"
MO00868,"KALNA"
BUR0164,"KALNA"
BUR0139,"KALNA ROAD"
BU00193,"KALNAGATE"
BA00023,"KALPATHAR"
DA02041,"KALUAHI"
KO00528,"KALYANI"
KO00650,"KALYANI"
KR00825,"KALYANI."
SA02773,"KALYANPR"
AGR1001,"KALYANPUR"
ALI0003,"KAMAKHAGURI"
GUWU0026,"KAMAKHYA"
GHY5801,"KAMAKHYA"
COO0020,"KAMAKHYAGURI"
JOR0701,"KAMALABARI"
GHY7301,"KAMALPUR"
OTH0237,"KAMALPUR"
GUWR0022,"KAMALPUR"
BA00024,"KAMALPUR"
OTH0322,"KAMALPUR - DHALAI"
OTH0522,"KAMALPUR - DHALAI (DHARMANAGAR)"
OTH0238,"KAMARBANDHA"
GOL0004,"KAMARBANDHA"
GHY0012,"KAMARGAON"
GUWR0023,"KAMARGAON"
KO00587,"KAMARHATI"
MO00869,"KAMARKUNDU"
DA01682,"KAMARPARA"
BUR0078,"KAMARPUKUR"
BE02574,"KAMARUDDINPUR"
DRJ0020,"KAMARVITA"
LIK0401,"KAMBANG"
KO00651,"KAMDEVPUR"
OTH0393,"KAMPUR (NAGAON)"
BI00108,"KAMRAGHAT"
RA02885,"KAMRE"
OTH0149,"KAMRUP"
NTNE028,"KAMRUP (M)"
NTNE027,"KAMRUP (R)"
DA02042,"KAMTAUL"
DAR0014,"KAMTOUL"
OTH0167,"KANAIGHAT"
BUR0143,"KANAINUTSAL"
SILC0022,"KANAKPUR"
SIL3501,"KANAKPUR"
DAN0011,"KANARIA"
BEG0012,"KANCHA"
DRH0150,"KANCHALIA"
DRJ0021,"KANCHALIA"
DRP0150,"KANCHALIA"
BUR0015,"KANCHANNAGAR"
OTH0079,"KANCHANPUR"
OTH0563,"KANCHANPUR (DHARMANAGAR)"
KO00529,"KANCHRAPARA"
KO00692,"KANCHRAPARA"
DA01656,"KANDAHA"
MU01424,"KANDI"
DRJ0022,"KANDIVITA"
MU01388,"KANDRA"
BIR0002,"KANDRA"
BU00240,"KANDRA"
GA02469,"KANDUI"
OTH0719,"KANGCHUP CHIRU (MANIPUR)"
OTH0159,"KANGLATONGBI"
MAN0002,"KANGLATONGBI"
OTH0182,"KANGPOKPI"
WA01853,"KANHAIYAGANJ"
KA02611,"KANHERIYA"
PUR0021,"KANHERIYA"
SIL1001,"KANISHAIL"
SILK0014,"KANISHAIL"
TIN0019,"KANJIKHOWA"
TIN1201,"KANJIKHOWA"
KO20026,"KANKARASUTU"
PAT0004,"KANKARBAGH"
BU00234,"KANKARDANGA"
BA00025,"KANKARDANGA"
RA02917,"KANKE"
RA02921,"KANKE ROAD"
BIR0043,"KANKHURIA"
NTWB151,"KANKI"
UT01748,"KANKI"
KO20042,"KANKINARA"
KO00652,"KANKRA"
KO20041,"KANKRA MIRZANAGAR"
KO10024,"KANMARI"
BUR0027,"KANPUR"
KO10036,"KANTALA"
RA02908,"KANTATOLI"
RA02910,"KANTATOLI"
RA02951,"KANTHI TAND"
DA02057,"KANTHUDEEH"
MUZ0014,"KANTI (MFP)"
MA01119,"KANUA"
SHA0044,"KANUPAT"
KO00447,"KANUPAT"
BIR0042,"KANUTIA"
MA01110,"KAPAICHANDI"
EA00263,"KAPASHGERIA"
BIR0010,"KAPASTORE"
BA00026,"KAPISTA"
KA02612,"KARAHGOLA"
KAT0016,"KARAHGOLA"
LA03353,"KARAMGANJ"
UT01749,"KARANDIGHI"
KA00346,"KARANJALI"
BUR0007,"KARARIYA"
NTNE029,"KARBI ANGLONG"
UDI0501,"KARBOOK"
OTH0068,"KARBOOK"
WA01898,"KARGIJL CHOK"
DA01665,"KARGIL MORE"
LOWT0021,"KARIA"
LNA0801,"KARIA"
BEG0002,"KARICHAK"
NDL018,"KARIMGANJ"
NTNE030,"KARIMGANJ"
OTH0494,"KARIMGANJ (SILCHAR - KARIMGANJ)"
KR00767,"KARIMPUR"
GA02318,"KARIYADPUR"
WA01869,"KARIYAWA"
BI00109,"KARKARIA MORE"
DH03159,"KARMATAND"
GA02470,"KARMOUNI"
MU01425,"KARNASUBARNA"
DE03029,"KARNIBAGH"
DH03211,"KARNMATAND"
DE03019,"KARON"
DA01652,"KARONJI"
GA02471,"KARPI"
SAM0001,"KARPURIGRAM"
KO20033,"KARTIKPUR"
NTWB157,"KARTOWA"
BEG0003,"KARUA MORE"
BUR0156,"KARUI"
GA02410,"KASAWA"
KO00653,"KASBA"
KO10062,"KASBA"
DIB0051,"KASBA"
KA00388,"KASBA"
PUR00111,"KASBA"
KA02637,"KASBA."
PUR0011,"KASBA."
WA01928,"KASHICHAK BAZAR"
OTH0582,"KASHIKOTRA (LOWER ASSAM 1)"
KA00347,"KASHINAGAR"
KO00530,"KASHIPUR"
MA01073,"KASIMBAZAR"
MA01191,"KASIMBAZER, MALDA"
BIR0061,"KASIMNAGAR"
DH03152,"KASIYATAND MORE"
DH03190,"KASMAR"
KR00768,"KASTHODANGA"
GA02397,"KASWA"
GAY0007,"KASWA"
GUWU0027,"KATABARI"
DA01668,"KATABARI"
GHY5901,"KATABARI"
SIL4301,"KATAKHAL"
SILH0009,"KATAKHAL"
MA01121,"KATALPUKUR"
KO00531,"KATAPUKUR"
MUZ0015,"KATARA (MFP)"
GA02472,"KATARI HILL"
LA03274,"KATARIA SITAKUND ROAD"
BE02554,"KATARMALA"
SI02692,"KATEYA"
RA02880,"KATHAL MORE"
SIL3701,"KATHAL ROAD"
SILC0023,"KATHAL ROAD"
KIS0026,"KATHALBARI"
BUR0083,"KATHALI"
UDI0601,"KATHALIA"
GA02357,"KATHAR"
NGN2301,"KATHIATOLI"
HOJA0009,"KATHIATOLI"
OTH0466,"KATHIATOLI (NAGAON)"
OTH0098,"KATHIATOLI (NT)"
DE03061,"KATHIKUND"
MOR0010,"KATHTOLA"
KO00654,"KATIAHAT"
OTH0434,"KATIGARAH (SILCHAR - CACHAR)"
SILC0024,"KATIGHORA"
SIL7101,"KATIGHORA"
SIL7201,"KATIGHORA 1"
SILC0025,"KATIGHORA 1"
KAT0003,"KATIHAR"
RDL016,"Katihar"
EE02DUM01,"KATIHAR"
KAT00031,"KATIHAR"
KA02613,"KATIHAR"
TA03391,"KATIN"
BA00027,"KATJURIDANGA"
RA02964,"KATKAMSANDI"
OTH0059,"KATKATI"
OTH0631,"KATKATI (NAGAON)"
SHA0045,"KATLIA"
KO00448,"KATLIA"
SIL7701,"KATLICHARRA"
SILH0010,"KATLICHERRA"
OTH0371,"KATLICHERRA (SILCHAR - HAILAKANDI)"
TURH0021,"KATMIL"
TUR0901,"KATMIL"
BH01787,"KATORIA"
DA02067,"KATRA PUTEHI"
DH03147,"KATRAS"
DHD0001,"KATRASGARH"
WA01832,"KATRISARAI"
DH03202,"KATTHARA"
MU02195,"KATUCHARY ROAD"
BU00194,"KATWA"
DUM0040,"KAUSHAMBI"
DRP0041,"KAWAKHALI"
DA01299,"KAWAKHALI"
DRP0168,"KAWAKHALI"
DA01399,"KAWAKHALI"
WA01929,"KAWAKOL"
AIZ4501,"KAWLKULH"
OTH0531,"KAWNPUI (MIZORAM)"
LIK0002,"KAYAING"
SIL5201,"KAYASTOGRAM"
SILK0015,"KAYASTOGRAM"
KO00655,"KAZIPARA"
GA02473,"KAZISARAI"
UT01735,"KECHOKTALA DEBIGANJ"
AIZ4601,"KEIFANG"
OTH0204,"KEIFANG"
OTH0401,"KEIFANG (MIZORAM)"
MAN6101,"KEISHAMPAT"
GA02313,"KENAR"
GA02366,"KENARI"
PUR0051,"KENDA"
GHY0013,"KENDEKONA"
GUWR0024,"KENDEKONA"
MA01035,"KENDUA"
TEZ0004,"KENDUGURI"
OTH0302,"KENDUKONA"
OTH0786,"KENDUKONA (GUWAHATI RURAL)"
DH03172,"KENDUYA"
LA03316,"KENHUT"
BA00028,"KENJAKURA"
DA02062,"KEOTI"
GUWU0028,"KERAKUCHI"
GHY4001,"KERAKUCHI"
SA02809,"KERIA"
RA02965,"KERIDARI"
PUR0073,"KESARGARH"
BUR0119,"KESHABGANG"
WE00978,"KESHIARY"
WE00979,"KESHPUR"
DH03104,"KESHWARI"
WE00980,"KESIYARI"
KO00532,"KESTOPUR"
KO00693,"KESTOPUR"
AIZ1801,"KETHLA"
GA02354,"KEWALI"
LA03317,"KHADDI SIKANDRA ROAD, JAMUI"
BE02536,"KHAGARIA"
BE02537,"KHAGARIA RAILWAY STN"
OTH0501,"KHAGARPUR (LOWER ASSAM 1)"
MAN3101,"KHAGEMPALLI"
COO0027,"KHAGENHAT"
MUR0003,"KHAGRA"
MU01426,"KHAGRA"
LA03260,"KHAIR JAMUI"
LA03246,"KHAIR ROAD JAMUI"
CH02657,"KHAIRA"
DH03192,"KHAIRA CHATAR"
LA03318,"KHAIRA JAMUI"
LA03319,"KHAIRA ROAD,JAMUI"
BHL0023,"KHAIRA."
LA03354,"KHAIRA."
TEZ2601,"KHAIRABARI"
BIR0074,"KHAIRASOLE"
BIR0047,"KHAIRATI"
PUR0068,"KHAIRI"
LA03248,"KHAIRM JAMUI"
DA02065,"KHAJAULI"
EA00264,"KHAJURI"
KIS0001,"KHAJURI BAZAR"
ARA0016,"KHAJURI BAZAR"
WE00981,"KHAKURDA"
RA02930,"KHALARI"
KR00769,"KHALBOLIA BAZAR"
DIB4801,"KHALIHAMARI"
LGL0601,"KHALISAVITA"
LOWO0033,"KHALISAVITA"
SHA0046,"KHALNA"
KO00449,"KHALNA"
NTWB136,"KHALPARA"
WES0060,"KHALSEULI"
MO00870,"KHAMARGACHI"
WES0058,"KHAMASULI"
NTNE031,"KHAMRANG"
OTH0648,"KHAMRANG (MIZORAM)"
DAN0014,"KHANAKUL"
OTH0035,"KHANAPARA"
OTH0726,"KHANAPARA (GUWAHATI URBAN)"
OTH0097,"KHANAPARA (NT)"
WA01930,"KHAND PAR"
BU00195,"KHANDAGHOSH"
WA01931,"KHANDAKPAR"
DIB0022,"KHANIKAR"
DIB22,"KHANIKAR"
KIS0047,"KHANIYABARI"
GA02474,"KHANJAHAPUR"
SA02836,"KHANPUR"
MO00871,"KHANPUR"
DA01300,"KHAPRAIL"
DRP0042,"KHAPRAIL"
DRH0042,"KHAPRAIL"
NTWB010,"KHAPRAIL"
DA01400,"KHAPRAIL"
DRJ0032,"KHAPRAIL BAZAAR"
DRP0161,"KHAPRAIL BAZAAR"
DH03118,"KHARAGDIHA"
WE00982,"KHARAGPUR"
DS13DUM01,"KHARAGPUR"
EA00265,"KHARAI MORE"
WES0037,"KHARAR"
WA01891,"KHARAT MORE"
MAL005,"KHARBA"
KO20005,"KHARDAH"
KO00533,"KHARDAH"
KO20037,"KHARDAHA"
WES0044,"KHARER"
MU01427,"KHARGRAM"
OTH0658,"KHARGULI HILL SIDE (GUWAHATI URBAN)"
KA00348,"KHARIBERIA"
EAS0008,"KHARIDPUR"
BH01788,"KHARIK"
WE00983,"KHARIKAMATHANI"
KIS0057,"KHARKHARI"
DH03174,"KHARKHRI"
GA02475,"KHARKHURA"
WES0033,"KHARKUSHMA"
WE00984,"KHARKUSMA"
TURP0010,"KHARKUTTA"
TUR3301,"KHARKUTTA"
LOWO0071,"KHARMOUJA"
LA30008,"KHARMOUJA"
LOWO0034,"KHARMOUJA (LA)"
LGL0701,"KHARMOUJA (LA)"
DE03062,"KHARONI"
APT0101,"KHARSANG"
OTH0031,"KHARSANG"
SHA0084,"KHARUBERIA"
DAN0027,"KHARUBERIA"
DA01677,"KHARUN"
OTH0512,"KHARUPETHIA (DARANG)"
OTH0175,"KHARUPETIA"
TEZ0007,"KHARUPETIA"
TEZ1101,"KHARUPETIA"
DA01678,"KHAS PUR."
RA02950,"KHATANGA"
MA01195,"KHATIKANDO"
NGN0007,"KHATKHATI"
KARB0003,"KHATKHATI"
A104DUM02,"KHATKHATI (GGU)"
AIZ1201,"KHATLA"
AIZ0013,"KHATLA PETER STREET"
DEO0001,"KHATNAI"
SILK0016,"KHATOLTALI"
SILC0026,"KHATOLTALI"
SIL5701,"KHATOLTALI"
BA00029,"KHATRA"
AIZ4801,"KHAWBUNG"
AIZ3301,"KHAWLAILUNG"
AIZ4701,"KHAWZAWL"
MO00872,"KHAYANAN"
EA00266,"KHEJURI"
DIB0008,"KHENDUGURI"
NGN0801,"KHERONI"
HOJA0014,"KHERONI"
KARB0008,"KHERONI"
OTH0650,"KHERONI (NAGAON)"
BHL0024,"KHESHAR"
NGN0008,"KHETRI"
MOR0004,"KHETRI"
GHY4501,"KHETRI"
GUWU0029,"KHETRI"
OTH0589,"KHETRI (GUWAHATI URBAN)"
NTWB112,"KHIDIRPUR"
KO00534,"KHIDIRPUR"
MAL010,"KHIDIRPUR"
BUR0093,"KHIROGRAM"
WE00985,"KHIRPAI"
GA02476,"KHIZERSARAI"
JHL0301,"KHLIEHRIAT"
CO01482,"KHOARDANGA"
ALI0022,"KHOARDANGA-ALIPURDUAR"
BE02573,"KHODABANDPUR"
BI00076,"KHOIRASOLE"
BI00110,"KHOIRASOLE"
MAN0901,"KHOJGJOM"
KO00656,"KHOLAPOTA"
DAN0015,"KHOLASANI"
SHA0079,"KHOLASANI"
TEZ3001,"KHONAMUKH"
APT0201,"KHONSA"
NTNE032,"KHONSA"
OTH0692,"KHONSA (AP - TINSUKIA)"
MA01024,"KHOPAGATI"
MA01127,"KHOPAKATI"
AL01531,"KHORDANGA-KUMARGRAM"
DA01302,"KHORIBARI"
DRP0044,"KHORIBARI"
MA01109,"KHORIBONA"
RA02991,"KHORIMAHUA"
SA02797,"KHOSHKHA"
AGR1101,"KHOWAI"
OTH0479,"KHOWAI (AGARTALA)"
OTH0239,"KHOWANG"
DIB0101,"KHOWANG"
OTH0558,"KHOWANG (DIBRUGARH)"
BI00111,"KHOYRASOLE"
WA01873,"KHUDAGANJ"
BI00112,"KHUJUTIPARA"
GOL16,"KHUMTAI"
AIZ0014,"KHUMTUNG"
TA03356,"KHUNTI"
RA03001,"KHUNTI"
MAN3201,"KHURAI-LAMLONG"
BIR0015,"KHURI GHAR"
BUR0082,"KHUSHIGANJ"
PA02723,"KHUSHRUPUR"
PUR0001,"KHUSKIBAGH"
KA02614,"KHUSKIBAGH"
DA02071,"KHUTAUNA"
BIR0013,"KHUTKUTIA"
DA02064,"KHUTWARA"
9801457256,"KI02737"
UDI0701,"KILLA"
GA02477,"KINJAR"
OTH0745,"KIPEILUA (N C HILLS)"
BI00113,"KIRNAHAR"
LOWO0035,"KIRTANPARA"
LBO1401,"KIRTANPARA"
7079939848,"KIS0033"
9631552557,"KIS0033"
9470077854,"KIS0033"
SA02256,"KISANPUR"
SUP0008,"KISANPUR"
NTBH004,"KISHANGANJ"
RDL004,"KISHANGANJ"
KIS0019,"KISHANGANJ"
OTH0360,"KISHANGANJ"
EE01DUM02,"KISHANGANJ"
SUP0009,"KISHANPUR"
SA02257,"KISHANPUR"
UTT0001,"KISHMANDI"
DA02121,"KISHORILAL CHOWK"
KR00770,"KISHORPUR"
KIS0032,"KOCHADHAMA"
KIS0033,"KOCHADHAMAN"
ARA0019,"KOCHADHAMAN"
KIS0037,"KOCHADHMAN"
GA02389,"KOCHAHSA"
RA02996,"KODERMA"
NAG0601,"KOHIMA"
NTNE078,"KOHIMA"
OTH0472,"KOHIMA (NAGALAND)"
OTH0447,"KOHORA (KAZIRANGA) (GOLAGHAT)"
BU00196,"KOICHAR"
KR00771,"KOIKHALI"
OTH0392,"KOILAMELA (LOWER ASSAM 1)"
RA02904,"KOKAR"
LOWO0036,"KOKRAJHAR"
NTNE033,"KOKRAJHAR"
LBO1501,"KOKRAJHAR"
OTH0547,"KOKRAJHAR (LOWER ASSAM 1)"
DH03158,"KOLA KUSMA"
EA00267,"KOLAGHAT"
DIB15,"KOLAKHUA"
DIB0015,"KOLAKHUA"
KA02615,"KOLASI"
KAT0007,"KOLASI"
AIZ7001,"KOLASIB"
NTNE034,"KOLASIB"
OTH0388,"KOLASIB (MIZORAM)"
OTH0711,"KOLIABOR (NAGAON)"
MA01205,"KOLIGRAM"
NTWB029,"KOLKATA"
KO00588,"KOLKATA"
KO00657,"KOLKATA"
OTH0331,"KOLKATA"
KO03401,"KOLKATA OFFICE"
UT01722,"KOLLAPARA KARANDIGHI"
SHA0047,"KOLRAH"
KO00450,"KOLRAH"
KR00772,"KOLTALA"
GA02400,"KOMOUDI"
BUR0025,"KOMRA"
SHA0048,"KONA"
KO00451,"KONA"
GA02478,"KONCH"
